observation --- [219, 50, 39, 252, 79, 510, 799, 868] info --- {'sequence': ['N611', 'N435', 'N416', 'E233', 'E223', 'E190', 'E166', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4509772705370603 loss --- 398.33197021484375 logZ --- 17.15530014038086
observation --- [422, 365, 458, 194, 781, 175, 402, 868] info --- {'sequence': ['N579', 'N184', 'N610', 'E36', 'E138', 'E184', 'E61', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1406481076710782 loss --- 285.8719177246094 logZ --- 17.15530014038086
observation --- [482, 57, 585, 496, 216, 646, 467, 868] info --- {'sequence': ['N499', 'N34', 'N20', 'E65', 'E74', 'E106', 'E10', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2467245167034693 loss --- 292.2749328613281 logZ --- 17.16009521484375
observation --- [316, 91, 795, 110, 443, 779, 400, 868] info --- {'sequence': ['N110', 'N307', 'N408', 'E202', 'E47', 'E51', 'E63', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.357111385974013 loss --- 354.6604919433594 logZ --- 17.16009521484375
observation --- [695, 653, 591, 783, 465, 170, 210, 868] info --- {'sequence': ['N196', 'N600', 'N137', 'E146', 'E45', 'E212', 'E17', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1724966919855129 loss --- 275.1343994140625 logZ --- 17.16009521484375
observation --- [84, 537, 200, 366, 223, 561, 815, 868] info --- {'sequence': ['N410', 'N215', 'N621', 'E170', 'E84', 'E216', 'E156', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 4.020350456237793 logZ --- 17.16009521484375
observation --- [249, 558, 154, 299, 27, 832, 462, 868] info --- {'sequence': ['N321', 'N3', 'N488', 'E225', 'E73', 'E149', 'E31', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1624208699155434 loss --- 300.0386962890625 logZ --- 17.16009521484375
observation --- [191, 91, 481, 403, 862, 796, 842, 868] info --- {'sequence': ['N474', 'N307', 'N246', 'E116', 'E18', 'E59', 'E68', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2870798041079339 loss --- 247.4010467529297 logZ --- 17.164813995361328
observation --- [826, 134, 686, 175, 193, 520, 227, 868] info --- {'sequence': ['N606', 'N693', 'N126', 'E184', 'E77', 'E113', 'E175', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4433504714689078 loss --- 319.58612060546875 logZ --- 17.164813995361328
observation --- [438, 387, 591, 269, 547, 232, 819, 868] info --- {'sequence': ['N130', 'N113', 'N137', 'E186', 'E125', 'E215', 'E137', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1061607723935367 loss --- 292.0909118652344 logZ --- 17.164813995361328
observation --- [695, 454, 321, 604, 280, 791, 561, 868] info --- {'sequence': ['N196', 'N520', 'N231', 'E4', 'E72', 'E177', 'E216', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2349807351742588 loss --- 301.7984924316406 logZ --- 17.164813995361328
observation --- [67, 406, 444, 293, 811, 120, 811, 868] info --- {'sequence': ['N157', 'N367', 'N10', 'E9', 'E90', 'E191', 'E90', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5568641192683021 loss --- 226.12857055664062 logZ --- 17.164813995361328
observation --- [434, 454, 853, 194, 403, 568, 763, 868] info --- {'sequence': ['N377', 'N520', 'N298', 'E36', 'E116', 'E154', 'E211', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1785517654278834 loss --- 283.9757995605469 logZ --- 17.169553756713867
observation --- [321, 395, 65, 649, 579, 73, 803, 868] info --- {'sequence': ['N231', 'N708', 'N186', 'E101', 'E173', 'E94', 'E91', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2618144898487536 loss --- 302.18426513671875 logZ --- 17.169553756713867
observation --- [489, 85, 737, 496, 225, 815, 634, 868] info --- {'sequence': ['N429', 'N218', 'N333', 'E65', 'E78', 'E156', 'E172', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5282406430827142 loss --- 265.7096862792969 logZ --- 17.169553756713867
observation --- [686, 490, 438, 719, 378, 467, 366, 868] info --- {'sequence': ['N126', 'N158', 'N130', 'E49', 'E29', 'E10', 'E170', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.627880369574813 loss --- 286.4556579589844 logZ --- 17.169553756713867
observation --- [861, 718, 585, 335, 858, 158, 719, 868] info --- {'sequence': ['N558', 'N388', 'N20', 'E96', 'E142', 'E34', 'E49', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4194630591236477 loss --- 317.71514892578125 logZ --- 17.169553756713867
observation --- [39, 34, 2, 583, 606, 808, 671, 868] info --- {'sequence': ['N416', 'N57', 'N80', 'E103', 'E110', 'E2', 'E97', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5571729751281973 loss --- 296.462890625 logZ --- 17.17432403564453
observation --- [67, 365, 21, 115, 664, 776, 557, 868] info --- {'sequence': ['N157', 'N184', 'N411', 'E33', 'E195', 'E105', 'E114', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2727056799368839 loss --- 235.47828674316406 logZ --- 17.17432403564453
observation --- [556, 85, 695, 460, 808, 568, 738, 868] info --- {'sequence': ['N717', 'N218', 'N196', 'E192', 'E2', 'E154', 'E11', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4304412455534 loss --- 282.1355285644531 logZ --- 17.17432403564453
observation --- [2, 454, 321, 496, 636, 647, 803, 868] info --- {'sequence': ['N80', 'N520', 'N231', 'E65', 'E82', 'E52', 'E91', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1656754512120446 loss --- 263.3034362792969 logZ --- 17.17432403564453
observation --- [570, 814, 295, 13, 189, 63, 420, 868] info --- {'sequence': ['N516', 'N190', 'N679', 'E222', 'E66', 'E76', 'E12', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4022864585316834 loss --- 341.2362060546875 logZ --- 17.17432403564453
observation --- [769, 674, 21, 808, 672, 40, 161, 868] info --- {'sequence': ['N51', 'N32', 'N411', 'E2', 'E201', 'E123', 'E85', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1409476583774818 loss --- 251.7556610107422 logZ --- 17.179115295410156
observation --- [686, 454, 485, 225, 201, 567, 547, 868] info --- {'sequence': ['N126', 'N520', 'N79', 'E78', 'E19', 'E3', 'E125', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4789209937937677 loss --- 258.65533447265625 logZ --- 17.179115295410156
observation --- [424, 28, 704, 465, 414, 633, 452, 868] info --- {'sequence': ['N18', 'N39', 'N485', 'E45', 'E188', 'E198', 'E67', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2075131100094838 loss --- 281.4383544921875 logZ --- 17.179115295410156
observation --- [321, 387, 585, 677, 170, 293, 751, 868] info --- {'sequence': ['N231', 'N113', 'N20', 'E189', 'E212', 'E9', 'E50', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2471039844466258 loss --- 259.3532409667969 logZ --- 17.179115295410156
observation --- [657, 562, 737, 420, 567, 671, 275, 868] info --- {'sequence': ['N484', 'N68', 'N333', 'E12', 'E3', 'E97', 'E207', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4610211633420462 loss --- 244.73133850097656 logZ --- 17.179115295410156
observation --- [19, 569, 853, 354, 245, 776, 99, 868] info --- {'sequence': ['N639', 'N434', 'N298', 'E148', 'E230', 'E105', 'E21', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1592731338883002 loss --- 304.1570739746094 logZ --- 17.18390464782715
observation --- [778, 159, 136, 79, 755, 245, 293, 868] info --- {'sequence': ['N687', 'N461', 'N519', 'E223', 'E79', 'E230', 'E9', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2329746670417667 loss --- 270.7728576660156 logZ --- 17.18390464782715
observation --- [19, 699, 214, 243, 620, 328, 480, 868] info --- {'sequence': ['N639', 'N219', 'N592', 'E15', 'E229', 'E102', 'E176', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 0.22490477561950684 logZ --- 17.18390464782715
observation --- [575, 562, 266, 388, 811, 420, 808, 868] info --- {'sequence': ['N571', 'N68', 'N25', 'E28', 'E90', 'E12', 'E2', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5555251694788839 loss --- 255.13978576660156 logZ --- 17.18390464782715
observation --- [657, 699, 67, 827, 366, 195, 709, 868] info --- {'sequence': ['N484', 'N219', 'N157', 'E98', 'E170', 'E81', 'E1', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6052717170470119 loss --- 274.45281982421875 logZ --- 17.18390464782715
observation --- [556, 699, 419, 631, 529, 73, 142, 868] info --- {'sequence': ['N717', 'N219', 'N225', 'E187', 'E129', 'E94', 'E210', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.188947365778543 loss --- 282.6521301269531 logZ --- 17.188608169555664
observation --- [266, 718, 597, 135, 815, 391, 115, 868] info --- {'sequence': ['N25', 'N388', 'N440', 'E194', 'E156', 'E220', 'E33', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1514684971637619 loss --- 258.2359313964844 logZ --- 17.188608169555664
observation --- [154, 90, 512, 811, 557, 776, 496, 868] info --- {'sequence': ['N488', 'N450', 'N96', 'E90', 'E114', 'E105', 'E65', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4356619561943076 loss --- 307.9390869140625 logZ --- 17.188608169555664
observation --- [792, 28, 415, 124, 299, 491, 305, 868] info --- {'sequence': ['N277', 'N39', 'N386', 'E135', 'E225', 'E39', 'E7', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 2.029185224929415 loss --- 172.11460876464844 logZ --- 17.188608169555664
observation --- [657, 645, 556, 117, 216, 808, 120, 868] info --- {'sequence': ['N484', 'N115', 'N717', 'E42', 'E74', 'E2', 'E191', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2531259857950048 loss --- 309.47412109375 logZ --- 17.188608169555664
observation --- [704, 44, 136, 87, 378, 420, 23, 868] info --- {'sequence': ['N485', 'N719', 'N519', 'E71', 'E29', 'E12', 'E136', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2904512995674926 loss --- 199.0124053955078 logZ --- 17.193323135375977
observation --- [826, 317, 21, 193, 14, 460, 719, 868] info --- {'sequence': ['N606', 'N2', 'N411', 'E77', 'E171', 'E192', 'E49', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.211026231614127 loss --- 291.8465576171875 logZ --- 17.193323135375977
observation --- [482, 552, 778, 671, 331, 335, 126, 868] info --- {'sequence': ['N499', 'N305', 'N687', 'E97', 'E20', 'E96', 'E112', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2683653961558938 loss --- 307.67926025390625 logZ --- 17.193323135375977
observation --- [65, 372, 214, 109, 14, 610, 510, 868] info --- {'sequence': ['N186', 'N607', 'N592', 'E40', 'E171', 'E24', 'E190', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4575885720951895 loss --- 256.49560546875 logZ --- 17.193323135375977
observation --- [89, 569, 321, 822, 671, 748, 443, 868] info --- {'sequence': ['N473', 'N434', 'N231', 'E48', 'E97', 'E22', 'E47', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3816635391910068 loss --- 337.3138427734375 logZ --- 17.193323135375977
observation --- [136, 365, 59, 567, 388, 457, 613, 868] info --- {'sequence': ['N519', 'N184', 'N23', 'E3', 'E28', 'E130', 'E115', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3184061051765055 loss --- 258.4012451171875 logZ --- 17.19805908203125
observation --- [861, 263, 84, 6, 643, 677, 440, 868] info --- {'sequence': ['N558', 'N76', 'N410', 'E23', 'E107', 'E189', 'E30', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3947236692478433 loss --- 325.36932373046875 logZ --- 17.19805908203125
observation --- [122, 766, 77, 175, 470, 480, 805, 868] info --- {'sequence': ['N245', 'N310', 'N477', 'E184', 'E205', 'E176', 'E150', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0353679990721318 loss --- 338.8055419921875 logZ --- 17.19805908203125
observation --- [519, 263, 24, 168, 671, 115, 667, 868] info --- {'sequence': ['N456', 'N76', 'N160', 'E159', 'E97', 'E33', 'E134', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.606229941527086 loss --- 287.4035949707031 logZ --- 17.19805908203125
observation --- [2, 433, 169, 610, 755, 462, 613, 868] info --- {'sequence': ['N80', 'N649', 'N279', 'E24', 'E79', 'E31', 'E115', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2455064706246988 loss --- 315.3316955566406 logZ --- 17.19805908203125
observation --- [39, 179, 438, 443, 312, 813, 520, 868] info --- {'sequence': ['N416', 'N161', 'N130', 'E47', 'E153', 'E203', 'E113', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.436277595590615 loss --- 263.6646728515625 logZ --- 17.202836990356445
observation --- [695, 265, 737, 534, 124, 414, 12, 868] info --- {'sequence': ['N196', 'N398', 'N333', 'E126', 'E135', 'E188', 'E218', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3595388085944349 loss --- 267.6054382324219 logZ --- 17.202836990356445
observation --- [861, 44, 19, 408, 805, 227, 647, 868] info --- {'sequence': ['N558', 'N719', 'N639', 'E152', 'E150', 'E175', 'E52', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2416286254275737 loss --- 251.90248107910156 logZ --- 17.202836990356445
observation --- [585, 490, 122, 634, 567, 796, 510, 868] info --- {'sequence': ['N20', 'N158', 'N245', 'E172', 'E3', 'E59', 'E190', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3744770441855227 loss --- 309.362548828125 logZ --- 17.202836990356445
observation --- [444, 159, 122, 622, 776, 677, 709, 868] info --- {'sequence': ['N10', 'N461', 'N245', 'E147', 'E105', 'E189', 'E1', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.070607540092167 loss --- 366.824462890625 logZ --- 17.202836990356445
observation --- [334, 34, 39, 195, 262, 472, 115, 868] info --- {'sequence': ['N163', 'N57', 'N416', 'E81', 'E228', 'E131', 'E33', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3693320838321472 loss --- 331.5267639160156 logZ --- 17.207643508911133
observation --- [575, 28, 65, 867, 755, 126, 589, 868] info --- {'sequence': ['N571', 'N39', 'N186', 'none', 'E79', 'E112', 'E121', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4369032437684095 loss --- 210.83863830566406 logZ --- 17.207643508911133
observation --- [67, 659, 481, 452, 126, 270, 615, 868] info --- {'sequence': ['N157', 'N313', 'N246', 'E67', 'E112', 'E213', 'E141', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2808502654345941 loss --- 254.4538116455078 logZ --- 17.207643508911133
observation --- [89, 807, 419, 292, 225, 759, 157, 868] info --- {'sequence': ['N473', 'N99', 'N225', 'E43', 'E78', 'E38', 'E5', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6706838545702796 loss --- 274.9172668457031 logZ --- 17.207643508911133
observation --- [266, 263, 737, 354, 677, 453, 73, 868] info --- {'sequence': ['N25', 'N76', 'N333', 'E148', 'E189', 'E27', 'E94', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3935098372150645 loss --- 299.1351013183594 logZ --- 17.207643508911133
observation --- [419, 428, 64, 142, 286, 618, 170, 868] info --- {'sequence': ['N225', 'N492', 'N285', 'E210', 'E54', 'E118', 'E212', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 6.639560699462891 logZ --- 17.21245765686035
observation --- [481, 395, 19, 195, 584, 847, 567, 868] info --- {'sequence': ['N246', 'N708', 'N639', 'E81', 'E182', 'E221', 'E3', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1765161479970634 loss --- 299.1671142578125 logZ --- 17.21245765686035
observation --- [575, 841, 657, 600, 759, 474, 547, 868] info --- {'sequence': ['N571', 'N73', 'N484', 'E53', 'E38', 'E70', 'E125', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1285468429522816 loss --- 314.5276794433594 logZ --- 17.21245765686035
observation --- [737, 88, 861, 319, 109, 73, 245, 868] info --- {'sequence': ['N333', 'N168', 'N558', 'E44', 'E40', 'E94', 'E230', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2418968710154015 loss --- 265.4132995605469 logZ --- 17.21245765686035
observation --- [19, 490, 249, 175, 817, 680, 312, 868] info --- {'sequence': ['N639', 'N158', 'N321', 'E184', 'E88', 'E104', 'E153', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.264809845236415 loss --- 276.5287780761719 logZ --- 17.21245765686035
